author,local_guide_info,rating,review,date_text,text_backup
Diego Díaz Martínez,Local Guide · 272 reseñas · 508 fotos,4 estrellas,"Buen sitio para comer hamburguesas, sándwich, nachos... ese tipo de comida. El precio un poco elevado para el tipo de comida.
La terraza está bien y el servicio bueno aunque la lista para esperar la tienen un poco desorganizada.

Fecha: 02/10/2022",Hace un año,"Diego Díaz Martínez
Local Guide · 272 reseñas · 508 fotos






Hace un año
Buen sitio para comer hamburguesas, sándwich, nachos... ese tipo de comida. El precio un poco elevado para el tipo de comida.
La terraza está bien y el servicio bueno aunque la lista para esperar la tienen un poco desorganizada.

Fecha: 02/10/2022

Me gusta

Compartir"
Ro Alcala,Local Guide · 73 reseñas · 80 fotos,4 estrellas,"La calidad de los platos es buena, la atención puede mejorar",Hace un año,"Ro Alcala
Local Guide · 73 reseñas · 80 fotos






Hace un año
La calidad de los platos es buena, la atención puede mejorar

Me gusta

Compartir"
René Galindo,Local Guide · 18 reseñas · 10 fotos,5 estrellas,"Me senté en la barra que mira frente a la calle. Un asiento de primera fila para ver pasar Madrid. Dos niñas de cinco años devoraban un hot dog con gran maestría y a una sola mano.

No pude evitar pedir uno.

Cuando llegó me hizo sentir pequeño. Intenté atajarlo a mordidas, pero cuidado, la salchicha se resbala. Recurrí a los cubiertos, pero ojo que también resbala.

Terminé matando al perrito con todos los recursos disponibles. Las manos llenas de queso cheddar, restos de cebolla caramelizada en las uñas y catsup en la nariz.

Me sentí como un niño de cinco años.",Hace 3 años,"René Galindo
Local Guide · 18 reseñas · 10 fotos






Hace 3 años
Me senté en la barra que mira frente a la calle. Un asiento de primera fila para ver pasar Madrid. Dos niñas de cinco años devoraban un hot dog con gran maestría y a una sola mano.

No pude evitar pedir uno.

Cuando llegó me hizo sentir pequeño. Intenté atajarlo a mordidas, pero cuidado, la salchicha se resbala. Recurrí a los cubiertos, pero ojo que también resbala.

Terminé matando al perrito con todos los recursos disponibles. Las manos llenas de queso cheddar, restos de cebolla caramelizada en las uñas y catsup en la nariz.

Me sentí como un niño de cinco años.

Me gusta

Compartir
Respuesta del propietario Hace 3 años
¡Tu reseña nos inspira! Gracias por venir y disfrutar de esta experiencia 🙃…"
Sergio Fernandez,Local Guide · 30 reseñas · 19 fotos,5 estrellas,Buen lugar para merendar o comer. Yo he ido siempre a merendar pero tiene una desde meriendas a comidas. Carta muy variada y buenos precios. Buen ambiente y buen servicio. Totalmente recomendable 100%,Hace 5 años,"Sergio Fernandez
Local Guide · 30 reseñas · 19 fotos






Hace 5 años
Buen lugar para merendar o comer. Yo he ido siempre a merendar pero tiene una desde meriendas a comidas. Carta muy variada y buenos precios. Buen ambiente y buen servicio. Totalmente recomendable 100%

Me gusta

Compartir"
FRANCISCO MANUEL GOMEZ SANTAMARIA,Local Guide · 8 reseñas · 207 fotos,5 estrellas,"Local Craft , cocina Excelente. Hamburguesas de las mejores de Madrid,  +400 primeras marcas de bebidas y coctelería , ginebras artesanales, destilados a mano. No puedes perdértelo, terraza de copeo... ambiente concurrido y buena música ...",Hace 5 años,"FRANCISCO MANUEL GOMEZ SANTAMARIA
Local Guide · 8 reseñas · 207 fotos






Hace 5 años
Local Craft , cocina Excelente. Hamburguesas de las mejores de Madrid,  +400 primeras marcas de bebidas y coctelería , ginebras artesanales, destilados a mano. No puedes perdértelo, terraza de copeo... ambiente concurrido y buena música ...

2

Compartir"
Miren,Local Guide · 106 reseñas · 145 fotos,4 estrellas,"Un sitio muy agradable ya sea para tomar algo, cenar o merendar.
Todas las veces que hemos ido el trato ha sido agradable y la comida muy buena.
Seguiremos viniendo!",Hace 2 años,"Miren
Local Guide · 106 reseñas · 145 fotos






Hace 2 años
Un sitio muy agradable ya sea para tomar algo, cenar o merendar.
Todas las veces que hemos ido el trato ha sido agradable y la comida muy buena.
Seguiremos viniendo!

Me gusta

Compartir"
Hector Arias Macías,Local Guide · 31 reseñas · 22 fotos,4 estrellas,Hamburguesas muy elaboradas le doy un 8 a la hamburguesa. Tardaron un poco en servir por eso le doy 4 puntos. Si te gustan las hamburguesas debes visitarlo.,Hace 4 años,"Hector Arias Macías
Local Guide · 31 reseñas · 22 fotos






Hace 4 años
Hamburguesas muy elaboradas le doy un 8 a la hamburguesa. Tardaron un poco en servir por eso le doy 4 puntos. Si te gustan las hamburguesas debes visitarlo.

Me gusta

Compartir"
Natalia fernandez gonzalez,Local Guide · 27 reseñas · 86 fotos,5 estrellas,"Nos atendió Adrián y fue un servicio espectacular, nos recomendó muy buenas opciones como el sándwich de pollo frito y la hamburguesa americana y todo estaba riquísimo!",Hace 9 meses,"Natalia fernandez gonzalez
Local Guide · 27 reseñas · 86 fotos






Hace 9 meses
Nos atendió Adrián y fue un servicio espectacular, nos recomendó muy buenas opciones como el sándwich de pollo frito y la hamburguesa americana y todo estaba riquísimo!
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 4
Platos recomendados
Hamburguesa Francesa y Hamburguesa Mexicana

1

Compartir"
Manuel Rojas,Local Guide · 286 reseñas · 1.882 fotos,4 estrellas,"Gran variedad de sándwiches y Hamburguesa, muy buen sabor y buena calidad .
El cofre es una pasada.",Hace 2 años,"Manuel Rojas
Local Guide · 286 reseñas · 1.882 fotos






Hace 2 años
Gran variedad de sándwiches y Hamburguesa, muy buen sabor y buena calidad .
El cofre es una pasada.
3 más

Me gusta

Compartir"
Juanma Díaz,Local Guide · 277 reseñas · 732 fotos,5 estrellas,Gran variedad de cervezas. Hamburguesas muy ricas y carta completa y original. Suele estar lleno porque el sitio lo merece. Servicio atento y rápido,Hace 2 años,"Juanma Díaz
Local Guide · 277 reseñas · 732 fotos






Hace 2 años
Gran variedad de cervezas. Hamburguesas muy ricas y carta completa y original. Suele estar lleno porque el sitio lo merece. Servicio atento y rápido

Me gusta

Compartir"
Lucía Pérez Fernández,Local Guide · 96 reseñas · 230 fotos,4 estrellas,"Local de estética antigua, con una carta amplia en la que te puedes encontrar raciones, ensaladas, hamburguesas, ... Recomiendo la Burger, grande y con producto de calidad.
Los camareros son correctos, y el servicio rápido.
Se puede ir sin reserva, el local es bastante grande, y suele haber alguna mesita. La terraza también es bastante amplia.",Hace 4 años,"Lucía Pérez Fernández
Local Guide · 96 reseñas · 230 fotos






Hace 4 años
Local de estética antigua, con una carta amplia en la que te puedes encontrar raciones, ensaladas, hamburguesas, ... Recomiendo la Burger, grande y con producto de calidad.
Los camareros son correctos, y el servicio rápido.
Se puede ir sin reserva, el local es bastante grande, y suele haber alguna mesita. La terraza también es bastante amplia.

Me gusta

Compartir"
Eduardo Villa penalva,Local Guide · 73 reseñas · 152 fotos,3 estrellas,"La comida espectacular y el precio razonable, por poner un pero, la incomodidad de las sillas del interior y lo pequeñas que son las mesas.

Por lo demás todo genial ❤️",Hace 2 años,"Eduardo Villa penalva
Local Guide · 73 reseñas · 152 fotos






Hace 2 años
La comida espectacular y el precio razonable, por poner un pero, la incomodidad de las sillas del interior y lo pequeñas que son las mesas.

Por lo demás todo genial ❤️

Me gusta

Compartir"
Fabio Valdés,Local Guide · 43 reseñas · 3 fotos,5 estrellas,"Sorprendido por la atención amable y profesional, digno de mención. Comida muy recomendable. Un referente",Hace 3 meses,"Fabio Valdés
Local Guide · 43 reseñas · 3 fotos






Hace 3 meses
Sorprendido por la atención amable y profesional, digno de mención. Comida muy recomendable. Un referente
Comida: 4
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
ALBERTO MORENO GIL,Local Guide · 153 reseñas · 44 fotos,5 estrellas,"Llegar sin reserva (éramos 2) un viernes a cenar es una locura, pero Adrián no sólo se preocupó de encontrarnos mesa, sino que estuvo pendiente en todo momento de nosotros y hasta me regañó (en plan bien, Adrián regaña bonito) por no terminar mi hamburguesa. Hacía años que no venía y cada vez es mejor. Enhorabuena.",Hace 10 meses,"ALBERTO MORENO GIL
Local Guide · 153 reseñas · 44 fotos






Hace 10 meses
Llegar sin reserva (éramos 2) un viernes a cenar es una locura, pero Adrián no sólo se preocupó de encontrarnos mesa, sino que estuvo pendiente en todo momento de nosotros y hasta me regañó (en plan bien, Adrián regaña bonito) por no terminar mi hamburguesa. Hacía años que no venía y cada vez es mejor. Enhorabuena.
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Hamburguesa Completa Con Huevo y Gofres

Me gusta

Compartir"
Patricia de la esperanza,7 reseñas,5 estrellas,"Yadiel nos trato super bien! Muy atento a nosotras. Fui con tres amigas y me lo pase super bien, a pesar de estar super atareado nos trato muy bien, atento y servicial!",Hace 4 meses,"Patricia de la esperanza
7 reseñas






Hace 4 meses
Yadiel nos trato super bien! Muy atento a nosotras. Fui con tres amigas y me lo pase super bien, a pesar de estar super atareado nos trato muy bien, atento y servicial!
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
40-50 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Carmen Fernández,4 reseñas · 2 fotos,5 estrellas,"Somos clientes habituales, la comida está riquísima y el trato cada día mejora, Yadiel ayer estuvo cuidando de nuestros peques y siempre con una gran sonrisa.",Hace 4 meses,"Carmen Fernández
4 reseñas · 2 fotos






Hace 4 meses
Somos clientes habituales, la comida está riquísima y el trato cada día mejora, Yadiel ayer estuvo cuidando de nuestros peques y siempre con una gran sonrisa.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Alejandro Ibañez Suarez,Local Guide · 24 reseñas · 10 fotos,5 estrellas,"Cafetería muy agradable para tomar aperitivo, comer, merendar o cenar!! Entre semana tienen menú y está muy bien! Muy recomendable el sitio!",Hace 5 meses,"Alejandro Ibañez Suarez
Local Guide · 24 reseñas · 10 fotos






Hace 5 meses
Cafetería muy agradable para tomar aperitivo, comer, merendar o cenar!! Entre semana tienen menú y está muy bien! Muy recomendable el sitio!
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Iñigo,Local Guide · 62 reseñas · 25 fotos,4 estrellas,"Sitio entrañable para ir solo o acompañado con buen servicio en general
La única pega es que las mesas son pequeñas están muy pegadas unas con otras.
Aconsejo reservar.",Hace un año,"Iñigo
Local Guide · 62 reseñas · 25 fotos






Hace un año
Sitio entrañable para ir solo o acompañado con buen servicio en general
La única pega es que las mesas son pequeñas están muy pegadas unas con otras.
Aconsejo reservar.

Me gusta

Compartir"
Joan Casanova,Local Guide · 93 reseñas · 532 fotos,2 estrellas,"Paré para tomar un café y estaba rico. El sitio tiene su encanto, con decoración típica de la España de los 70. El servicio fue agradable y el precio del café con leche razonable (1.50€). Poco más que añadir

Edit: He vuelto recientemente. 4€ por una Cocacola, un robo",Hace una semana,"Joan Casanova
Local Guide · 93 reseñas · 532 fotos






Hace una semana
NUEVA
Paré para tomar un café y estaba rico. El sitio tiene su encanto, con decoración típica de la España de los 70. El servicio fue agradable y el precio del café con leche razonable (1.50€). Poco más que añadir

Edit: He vuelto recientemente. 4€ por una Cocacola, un robo

Me gusta

Compartir"
yosmary briceño,Local Guide · 92 reseñas · 35 fotos,4 estrellas,"El sitio nos gustó, buena atención y la comida es buena, tardan un poco en atender para no ser hora pico y lo único que no me gustó es que nos cobraron 4,3 por una cerveza  que dicen es ""medio litro"" y cuando la llevan a la mesa no llega ni a 300 ml",Hace 6 meses,"yosmary briceño
Local Guide · 92 reseñas · 35 fotos






Hace 6 meses
El sitio nos gustó, buena atención y la comida es buena, tardan un poco en atender para no ser hora pico y lo único que no me gustó es que nos cobraron 4,3 por una cerveza  que dicen es ""medio litro"" y cuando la llevan a la mesa no llega ni a 300 ml
Comida: 4
Servicio: 4
Ambiente: 4

Me gusta

Compartir"
L. C. A.,Local Guide · 633 reseñas · 7.308 fotos,4 estrellas,"Cafetería retro muy chula y con carta variada.
Servicio correcto",Hace un año,"L. C. A.
Local Guide · 633 reseñas · 7.308 fotos






Hace un año
Cafetería retro muy chula y con carta variada.
Servicio correcto
4 más

Me gusta

Compartir"
Leticia Esposito,Local Guide · 16 reseñas · 14 fotos,5 estrellas,"Buen servicio, atento y rápido. Calidad precio bien, hamburguesas geniales, con un queso endurecido muy peculiar.
Agradecidas con nuestra ya segunda visita.",Hace 2 años,"Leticia Esposito
Local Guide · 16 reseñas · 14 fotos






Hace 2 años
Buen servicio, atento y rápido. Calidad precio bien, hamburguesas geniales, con un queso endurecido muy peculiar.
Agradecidas con nuestra ya segunda visita.

Me gusta

Compartir
Respuesta del propietario Hace 2 años
¡¡¡Muchas gracias!!! Esperamos verte muy pronto de nuevo 😊…"
Antonio Gutierrez,Local Guide · 24 reseñas · 12 fotos,5 estrellas,"Llevo años pidiendo la famosa egg-burger.
Increíble el sabor de la carne.
El queso tostado al horno y el huevo potencian el sabor de la ternera.
Insisto: increíble el sabor de la carne.
No es barata, no es cara. Pero está tan buena que vale la pena el precio.
El sitio es genial, es una cafetería de hace 50 años bien conservada.
La pega que le pongo es que las mesas son muuuuy pequeñas y justas de tamaño.",Hace 8 meses,"Antonio Gutierrez
Local Guide · 24 reseñas · 12 fotos






Hace 8 meses
Llevo años pidiendo la famosa egg-burger.
Increíble el sabor de la carne.
El queso tostado al horno y el huevo potencian el sabor de la ternera.
Insisto: increíble el sabor de la carne.
No es barata, no es cara. Pero está tan buena que vale la pena el precio.
El sitio es genial, es una cafetería de hace 50 años bien conservada.
La pega que le pongo es que las mesas son muuuuy pequeñas y justas de tamaño.
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Hamburguesa Completa Con Huevo

Me gusta

Compartir"
Jesus Blanco,Local Guide · 224 reseñas · 329 fotos,5 estrellas,"Un lugar ideal para tomar una cerveza 🍻 o vermut 🍸, ricas berenjenas fritas (palabra de cordobés) y sus hamburguesas 🍔, todo un clásico de Madrid.",Hace 4 meses,"Jesus Blanco
Local Guide · 224 reseñas · 329 fotos






Hace 4 meses
Un lugar ideal para tomar una cerveza 🍻 o vermut 🍸, ricas berenjenas fritas (palabra de cordobés) y sus hamburguesas 🍔, todo un clásico de Madrid.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Hamburguesa Completa Con Huevo, Hamburguesa Francesa, Hamburguesa Mexicana, Gran Burger, Hamburguesa Italiana y Hamburguesa Americana

Me gusta

Compartir"
Madalina V,Local Guide · 22 reseñas · 18 fotos,4 estrellas,"Hamburguesa muy buena, quizás el pan un poco frío lo podrían calentar un poco. Y el gofre muy muy rico, se nota que es casero.
Los precios un poco ajustados.",Hace 6 años,"Madalina V
Local Guide · 22 reseñas · 18 fotos






Hace 6 años
Hamburguesa muy buena, quizás el pan un poco frío lo podrían calentar un poco. Y el gofre muy muy rico, se nota que es casero.
Los precios un poco ajustados.

Me gusta

Compartir"
Jimena Montero Varela,2 reseñas,5 estrellas,"La hamburguesa italiana de las mejores q he probado.
Precio muy razonable y repetiré pronto.",Hace 3 meses,"Jimena Montero Varela
2 reseñas






Hace 3 meses
La hamburguesa italiana de las mejores q he probado.
Precio muy razonable y repetiré pronto.
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Sonia De Lope,Local Guide · 453 reseñas · 91 fotos,3 estrellas,"Fui con unos amigos después de más de 5 años sin ir. Sus hamburguesas siguen estando buenas pero se han quedado un poco atrás con respecto a otros sitios con carne TOP. Sus nachos no los recomiendo. Sí su tarta de manzana, muy rica. Atención desigual, unos mejor que otros pero en general, correcta.. De 20 a 30 € persona.",Hace un año,"Sonia De Lope
Local Guide · 453 reseñas · 91 fotos






Hace un año
Fui con unos amigos después de más de 5 años sin ir. Sus hamburguesas siguen estando buenas pero se han quedado un poco atrás con respecto a otros sitios con carne TOP. Sus nachos no los recomiendo. Sí su tarta de manzana, muy rica. Atención desigual, unos mejor que otros pero en general, correcta.. De 20 a 30 € persona.

Me gusta

Compartir
Respuesta del propietario Hace un año
Hola Sonia, sentimos que tu última visita a Cafetería HD no fuera tan buena como nos hubiera gustado. Gracias por tu reseña, nos ayuda a seguir mejorando. Esperamos volver a verte muy pronto "
Nacho Tapia,Local Guide · 131 reseñas · 322 fotos,5 estrellas,"Me encanta este local, la comida está muy buena, en especial las hamburguesas.
La atención del personal es buenísima, son realmente majos y muy agradables!

Muy recomendable visitarlo, aparte que el sitio en si es bastante acogedor y merece la pena verlo!",Hace 5 años,"Nacho Tapia
Local Guide · 131 reseñas · 322 fotos






Hace 5 años
Me encanta este local, la comida está muy buena, en especial las hamburguesas.
La atención del personal es buenísima, son realmente majos y muy agradables!

Muy recomendable visitarlo, aparte que el sitio en si es bastante acogedor y merece la pena verlo!

Me gusta

Compartir"
Carlos Gómez,Local Guide · 37 reseñas · 32 fotos,5 estrellas,Me encantó todo lo que probé. Diferentes tipos de hamburguesas y todas impresionantes.,Hace un año,"Carlos Gómez
Local Guide · 37 reseñas · 32 fotos






Hace un año
Me encantó todo lo que probé. Diferentes tipos de hamburguesas y todas impresionantes.

Me gusta

Compartir"
Lucía Peinado,Local Guide · 512 reseñas · 2.113 fotos,3 estrellas,"Mejor a la carta o para merendar que comer de menú, pues tiene poquísima variedad y sin gracia.
13,20€ por ser terraza al menos la limonada la incluyeron como bebida y no me lo cobraron a parte.",Hace 6 años,"Lucía Peinado
Local Guide · 512 reseñas · 2.113 fotos






Hace 6 años
Mejor a la carta o para merendar que comer de menú, pues tiene poquísima variedad y sin gracia.
13,20€ por ser terraza al menos la limonada la incluyeron como bebida y no me lo cobraron a parte.
6 más

1

Compartir"
David Soblechero Costa,1 reseña,4 estrellas,"Calidad precio muy bien,y la atención bastante buena volvería otra vez.",Hace un mes,"David Soblechero Costa
1 reseña






Hace un mes
Calidad precio muy bien,y la atención bastante buena volvería otra vez.
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
30-40 €
Comida: 4
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Miriam Franco,31 reseñas,4 estrellas,"Le pongo un 4 porque lo único que le falla a este sitio es la lentitud del servicio a pesar de que son siempre varios camareros. Ha pasado desde que lo conozco hace mil años, pero por fin hoy me he animado a comentar a ver si se pudiera mejorar un poco el tiempo de espera hasta que te atienden. Tanto para tomar nota como para pedir cuenta.
Por lo demás la comida está buenísima y unos precios muy asequibles dada su calidad. El local ha mantenido su antigua estética de cuando estaban los Hermanos Diez y se está muy a gusto.",Hace un año,"Miriam Franco
31 reseñas






Hace un año
Le pongo un 4 porque lo único que le falla a este sitio es la lentitud del servicio a pesar de que son siempre varios camareros. Ha pasado desde que lo conozco hace mil años, pero por fin hoy me he animado a comentar a ver si se pudiera mejorar un poco el tiempo de espera hasta que te atienden. Tanto para tomar nota como para pedir cuenta.
Por lo demás la comida está buenísima y unos precios muy asequibles dada su calidad. El local ha mantenido su antigua estética de cuando estaban los Hermanos Diez y se está muy a gusto.

Me gusta

Compartir"
Silvia Sánchez Murillo,44 reseñas · 54 fotos,5 estrellas,"¡¡Fenomenal!! Hemos ido a desayunar y al final tomamos el brunch de la carta, que de precio estaba muy muy bien (9'5€) y de cantidad generoso, además estaba riquísimo lo recomiendo sin dudar.",Hace 5 años,"Silvia Sánchez Murillo
44 reseñas · 54 fotos






Hace 5 años
¡¡Fenomenal!! Hemos ido a desayunar y al final tomamos el brunch de la carta, que de precio estaba muy muy bien (9'5€) y de cantidad generoso, además estaba riquísimo lo recomiendo sin dudar.

Me gusta

Compartir"
Laura,Local Guide · 256 reseñas · 695 fotos,5 estrellas,"Riquísimas hamburguesas, la carne es de muy buena calidad.
También es muy recomendable su brunch o simplemente ir a tomar un aperitivo.
Los camareros son muy amables.
Se recomienda reservar mesa.",Hace 5 años,"Laura
Local Guide · 256 reseñas · 695 fotos






Hace 5 años
Riquísimas hamburguesas, la carne es de muy buena calidad.
También es muy recomendable su brunch o simplemente ir a tomar un aperitivo.
Los camareros son muy amables.
Se recomienda reservar mesa.

1

Compartir"
Walk Eat Die,Local Guide · 212 reseñas · 306 fotos,3 estrellas,"En nuestra #RutaDelGofre visitamos este mítico lugar de Madrid. Aquí nos encontramos con un gofre de estilo americano, es decir, circular, crocante y de tamaño más que generoso. Nosotros lo acompañamos con una bola de helado de vainilla, aunque también puedes pedirte el Gofre HD, que viene en la parte de postres con varios toppings. De sabor dulce y textura crocante pero algo seco para nuestro gusto, eso sí, la bola de helado ayuda a equilibrarlo y hacía que cada bocado fuera una fiesta.",Hace 7 años,"Walk Eat Die
Local Guide · 212 reseñas · 306 fotos






Hace 7 años
En nuestra #RutaDelGofre visitamos este mítico lugar de Madrid. Aquí nos encontramos con un gofre de estilo americano, es decir, circular, crocante y de tamaño más que generoso. Nosotros lo acompañamos con una bola de helado de vainilla, aunque también puedes pedirte el Gofre HD, que viene en la parte de postres con varios toppings. De sabor dulce y textura crocante pero algo seco para nuestro gusto, eso sí, la bola de helado ayuda a equilibrarlo y hacía que cada bocado fuera una fiesta.

1

Compartir"
ALFREDO TEJEDOR MERINO,18 reseñas,3 estrellas,"Ya no es lo que era, vamos q hasta he encontrado mesa sin reservar. Ya no hay la variedad de cervezas y gin tónica de antes, uno de sus diferenciales y como siempre, dentro hay un ruido infernal.",Hace 6 meses,"ALFREDO TEJEDOR MERINO
18 reseñas






Hace 6 meses
Ya no es lo que era, vamos q hasta he encontrado mesa sin reservar. Ya no hay la variedad de cervezas y gin tónica de antes, uno de sus diferenciales y como siempre, dentro hay un ruido infernal.
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
20-30 €
Comida: 4
Servicio: 4
Ambiente: 3
Platos recomendados
Hamburguesa Francesa

Me gusta

Compartir"
Alvaro Nistal,Local Guide · 61 reseñas · 120 fotos,5 estrellas,"Fuimos 4 adultos y 3 niños pequeños. El menú me ha sorprendido gratamente:

- Las hamburguesas tienen una calidad brutal, la carne se nota que es de mucha calidad.
- Pedimos unas patatas bravas y la salsa es la auténtica, hecha de forma casera.
- También me gusto que tuviesen Lagunitas IPA de barril, es una de mis favoritas.

A destacar tambien la amabilidad y paciencia del personal. Repetiré seguro.",Hace 10 meses,"Alvaro Nistal
Local Guide · 61 reseñas · 120 fotos






Hace 10 meses
Fuimos 4 adultos y 3 niños pequeños. El menú me ha sorprendido gratamente:

- Las hamburguesas tienen una calidad brutal, la carne se nota que es de mucha calidad.
- Pedimos unas patatas bravas y la salsa es la auténtica, hecha de forma casera.
- También me gusto que tuviesen Lagunitas IPA de barril, es una de mis favoritas.

A destacar tambien la amabilidad y paciencia del personal. Repetiré seguro.
Comida: 5
Servicio: 5
Ambiente: 4

Me gusta

Compartir"
Natalia Fernández Pérez,3 reseñas,5 estrellas,Comida excepcional y personal súper atento. Volveremos sin duda. 😉,Hace 2 meses,"Natalia Fernández Pérez
3 reseñas






Hace 2 meses
Comida excepcional y personal súper atento. Volveremos sin duda. 😉
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Julián Cabrera,9 reseñas,5 estrellas,"La comida ha estado muy buena! Recomendábamos la americana
Yadiel, muy buen tío!",Hace 3 meses,"Julián Cabrera
9 reseñas






Hace 3 meses
La comida ha estado muy buena! Recomendábamos la americana
Yadiel, muy buen tío!
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Jesús Jiménez,Local Guide · 219 reseñas · 63 fotos,1 estrella,De esos sitios que tienen malas maneras los empleados. Caro y con las nueve bebidas que pedimos pusieron 6 aceitunas. Pro sobre todo las malas formas de los camareros. Les merece la pena recibir estas críticas??,Hace 7 meses,"Jesús Jiménez
Local Guide · 219 reseñas · 63 fotos






Hace 7 meses
De esos sitios que tienen malas maneras los empleados. Caro y con las nueve bebidas que pedimos pusieron 6 aceitunas. Pro sobre todo las malas formas de los camareros. Les merece la pena recibir estas críticas??
Servicio
Comí allí
Tipo de comida
Otro
Precio por persona
10-20 €
Comida: 2
Servicio: 1
Ambiente: 2

1

Compartir
Respuesta del propietario Hace 7 meses
Hola Jesús- Sentimos que no hayas tenido una buena experiencia. Muchas gracias por tu reseña, vamos a investigar lo sucedido y trabajar en mejorar el servicio y la atención. Un saludo."
Xavier Minguijón,Local Guide · 281 reseñas · 92 fotos,4 estrellas,Un lugar de toda la vida con buenos platos y buen ambiente.,Hace un mes,"Xavier Minguijón
Local Guide · 281 reseñas · 92 fotos






Hace un mes
Un lugar de toda la vida con buenos platos y buen ambiente.
Comida: 4
Servicio: 4
Ambiente: 5

Me gusta

Compartir"
Laura Valencia Pérez,2 reseñas,5 estrellas,"¡Las mejores hamburguesas siempre! Me encanta el lugar, la comida y la atención!",Hace 4 meses,"Laura Valencia Pérez
2 reseñas






Hace 4 meses
¡Las mejores hamburguesas siempre! Me encanta el lugar, la comida y la atención!
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Rebeca AP,Local Guide · 14 reseñas · 5 fotos,5 estrellas,El sitio genial como siempre . Jadeo es un camarero genial súper simpático y siempre atento,Hace 4 meses,"Rebeca AP
Local Guide · 14 reseñas · 5 fotos






Hace 4 meses
El sitio genial como siempre . Jadeo es un camarero genial súper simpático y siempre atento
Servicio
Recogí el pedido
Tipo de comida
Otro
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Clásico

Me gusta

Compartir"
Maria Ignacia Genovesi,2 reseñas,5 estrellas,Excelente la comida y la atención mucho mejor! Súper recomendado,Hace 2 meses,"Maria Ignacia Genovesi
2 reseñas






Hace 2 meses
Excelente la comida y la atención mucho mejor! Súper recomendado
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Javier Alvarez-Maldonado,3 reseñas,5 estrellas,"Buenísimo todo. Yadier un camarero espectacular , nos atendió genial
Repetiremos",Hace 4 meses,"Javier Alvarez-Maldonado
3 reseñas






Hace 4 meses
Buenísimo todo. Yadier un camarero espectacular , nos atendió genial
Repetiremos
Servicio
Comí allí
Tipo de comida
Cena
Comida: 5
Servicio: 5
Ambiente: 3

Me gusta

Compartir"
Juanma Ruiz Robles,2 reseñas,5 estrellas,"Muy buena experiencia, rodeado de amigos y buena música. Sin duda un ambiente que se agradece. El camarero Adrián muy servicial y agradable. Como punto a destacar, el ron brugal no está a 8€ sino a 12€, por lo demás un 10 de sitio",Hace un año,"Juanma Ruiz Robles
2 reseñas






Hace un año
Muy buena experiencia, rodeado de amigos y buena música. Sin duda un ambiente que se agradece. El camarero Adrián muy servicial y agradable. Como punto a destacar, el ron brugal no está a 8€ sino a 12€, por lo demás un 10 de sitio

Me gusta

Compartir"
Verónica Rodrigo,4 reseñas · 2 fotos,5 estrellas,"Experiencia fenomenal. La comida muy rica y el servicio muy atento, nos ha atendido Adrián y nos ha hecho sentir muy a gusto, recomendándonos los platos. Recomiendo el sándwich de pollo frito.",Hace 9 meses,"Verónica Rodrigo
4 reseñas · 2 fotos






Hace 9 meses
Experiencia fenomenal. La comida muy rica y el servicio muy atento, nos ha atendido Adrián y nos ha hecho sentir muy a gusto, recomendándonos los platos. Recomiendo el sándwich de pollo frito.
Servicio
Comí allí
Tipo de comida
Cena
Precio por persona
10-20 €
Comida: 5
Servicio: 5
Ambiente: 5

1

Compartir"
